Topic,Count,Name,Representation,Representative_Docs
12,22,12_causes_affects_hard concentrate_makes,"['causes', 'affects', 'hard concentrate', 'makes', 'makes hard', 'personally', 'stress', 'sleep', 'anxiety', 'students']","['it is hard to concentrate and causes high levels of stress', 'i makes it hard to concentrate', 'it makes it hard to concentrate on my job']"
13,18,13_hasnât_manage__,"['hasnât', 'manage', '', '', '', '', '', '', '', '']","['it hasnât i manage', 'it hasnât', 'hasnât']"
14,18,14_expensive_food expensive_food_expenses,"['expensive', 'food expensive', 'food', 'expenses', 'just', 'buy', 'grocery', 'rise', 'extra', 'groceries']","['food is becoming more expensive i do not have the luxury of buying takeout all the time', 'food is expensive', 'i know that i do not have a lot of extra money to spend on food so i try to buy just what i need and have foods that go a long way and do not cost as much this does not effect my work very much but i do have an extra job in addition to my full time job which i use for groceries throughout the week to lessen my stress over affording food i have less free time and sometimes go to bed much later than i would want because i get stuck at my other job']"
15,18,15_affecting work_affecting_work_currently affecting work,"['affecting work', 'affecting', 'work', 'currently affecting work', 'currently affecting', 'currently', '', '', '', '']","['it is not affecting my work', 'it is not affecting my work', 'it is not affecting my work']"
16,17,16_stress_anxious_distance_makes anxious,"['stress', 'anxious', 'distance', 'makes anxious', 'stress makes', 'motivation', 'causing', 'worry stress', 'makes', 'longer']","['stress', 'more stress', 'stress']"
17,17,17_na_fine__,"['na', 'fine', '', '', '', '', '', '', '', '']","['na', 'na', 'na']"
18,16,18____,"['', '', '', '', '', '', '', '', '', '']","['none', 'none', 'none']"
19,16,19_no_no no__,"['no', 'no no', '', '', '', '', '', '', '', '']","['not', 'no', 'no']"
20,11,20_previous_lucky__,"['previous', 'lucky', '', '', '', '', '', '', '', '']","['not applicable', 'not applicable i am lucky', 'see previous answer']"
21,11,21_mortgage_bills_able pay_time,"['mortgage', 'bills', 'able pay', 'time', 'able', 'payment', 'pay', 'working', 'insurance', 'home']","['i just worry that i will not be able to make my mortgage payment', 'it makes it stressful although i am not in danger of losing my home i do not want to be late on a mortgage payment or have fear of either my electricity water or heat be shut off because i cannot afford every one of my bills', 'it feels like i am just working to pay for my rent and bills student loans cell phone internet gas insurance etc not enough money is going to savings to actually buy or build a home']"
22,11,22_moment_time_currently_fortunately,"['moment', 'time', 'currently', 'fortunately', 'past', '', '', '', '', '']","['it is not at the moment', 'at the moment it is not', 'at the moment it is not']"
23,9,23_itâs_thankfully__,"['itâs', 'thankfully', '', '', '', '', '', '', '', '']","['itâs not', 'itâs not', 'thankfully itâs not']"
